review_id,user_name,rating,date,text
74c76f02-5e7a-4f25-9345-07c070117c4a,Rj Ouou,1,2025-09-02 20:35:09,نزلته وازعاج اسجل بكل شي لازم حتى ما اقدر اشوف الكنيو كل شوي يطلب شي حتى تاريخ الميلاد شنو هذا مسحته بطلب من دلفري ابرك
517ea9b6-b2c5-4bf8-a211-82f36076eb31,Ahmed Aleidan,1,2025-08-31 23:51:35,على اسعارهم العالية اشتركت متوقع خدمة واااو بس من اول يوم نكبه... سحبو علي ونمت جوعان
62d620cf-f4f1-459f-9efd-24096514ad9e,Lemme Ibrahim,1,2025-08-26 08:28:06,trying to create an account or log in...keep getting red error msg. fix your app calo!!
109da9ec-ea75-4113-b66e-81075c8708f6,FAHAD FASHATE,3,2025-08-25 20:54:42,"Service of Calo is fantastic but the app is not good. Keep crashing, also take forever to load without actually displaying info. If app is also made good then probably will give 5 star."
f377bad2-a638-4a53-80a8-b2310294b42c,richard swingler,1,2025-08-15 22:28:23,"honestly I like the meals and got onboarded from fresh fitness food. however, the app is so buggy and just does not work. making it really difficult to give this company money (the one thing you'd think would work). as of the latest update, can't even login. it's really broken my trust in a system I've used for over a year before they got acquired"
f464740a-fa59-400e-bbbc-56edc75144f2,M A,1,2025-08-15 21:31:42,الاسعار جدا مرتفعة و غير منطقية
280e9eed-ffde-4040-9ff5-48a0d4621c71,anfal jawad,5,2025-08-15 16:23:22,perfectoooo👌🏻
2d5c13b6-ded6-4068-ac51-bd12f7edad09,Harry Smith,1,2025-08-12 01:29:17,can't even complete the onboarding as half the input fields aren't responsive/don't work. shocking when you're trying to charge £120 for 10 meals...
fc6173c7-9db7-4e05-9d38-331853f97399,AbuOmar,2,2025-08-11 14:52:15,أسعار غالية، شدعوه ريوق يبدأ من 80 ريال!
91143940-19fe-4b8c-a253-c16b7f34f8a5,Eisa Almuhairi,5,2025-08-08 20:20:37,I really like the food taste my meals arrive early morning no late app is great so easy to put macros and swap meals if u dont like ur next meals u can arrange the whole week meals and swap the meal that you dont like i received 3 meals till now all are great !!
aa0cd815-7cb6-4406-9208-02696ed9ecef,khaled laywad,1,2025-08-08 17:46:12,The food is good but the app and support are very bad.
28068fad-bba8-4bcd-9001-2f9865534d54,Shosho Momo,5,2025-08-05 23:18:01,nice meals and different variety and options. I just wish the price is a little lower
bc52c45c-c66f-40c7-ae30-59bcc77fffbf,khalid al-ghamdi,1,2025-08-03 00:29:16,تطبيق فاشل واكل سيء 👎
1c90bf95-13c0-470f-9ae0-bbec82e31111,Yosof,1,2025-07-29 15:56:38,bad AI customer service
79471c5f-a1e4-4a53-b6dc-13c72adca2bb,Dia,5,2025-07-29 09:12:51,best of the best ❤️
84cc9ccc-fc8f-46c6-bc08-21865deee609,Ghayah Aldossary,1,2025-07-28 16:15:00,"I turned off auto-renewal, but the app still charged me without my consent. A discount code was shown but didn’t work. I was prompted to enable auto-renewal and declined. Despite that, I received an SMS a few hours later confirming a charge I never approved. There was no in-app confirmation, and no explanation. They refunded me only after I complained."
26b4702e-12f3-49f7-b5fb-7b9913d78c26,badoor al- holibi,1,2025-07-26 05:26:20,اشتريتُ سندويش بيض بسبب ألم بطني لدرجة اضطررتُ أن أصوم لأجل أن أريح بطني.
6f114731-a7ef-4e81-abf6-122707f64454,Mohamed Ibrahim,1,2025-07-13 19:00:01,they failed to deliver their service and after 1 week of requesting to refund my money they offered chesp offers with free 2 days and several messages they requested me to confirm that I accept to refund my money .. imagine after 1 week of my request to refund my money not recommended at all
c9fbed21-7ad0-42bd-920c-13a4678de517,Oun Atassi,1,2025-06-17 15:56:18,overpriced
fa819983-3aed-4b77-ae60-1598cdeebb78,Andri Ram,1,2025-06-16 02:47:30,"i want fresh fitness food back, the app is rubbish"
8240b28e-04dc-4530-becb-030248ea3b31,Hadi SYF.1,1,2025-06-16 01:57:57,التطبيق يقفل فجأة وفيه بطئ + بعض الصفحات متداخلة ولا تقدر تطلع منها الا بعد ماتقفل التطبيق وتفتحه
d8815fa2-90d6-4f85-abbe-0cf533ff9780,Mo san,1,2025-06-13 20:04:47,حملت التطبيق عشان اشوف الأسعار.. طلبني ايميل وجوال واسمي وطولي ووزني!!! ابغى اشوف السعر ليه اسجل كل هذي المعلومات؟؟
